idx,char,examples,distractors,batch,category,meanings,radical,components,complexity,retired
196,集,"[{""idx"": 672}, {""idx"": 673}, {""idx"": 674}]","[{""word"": ""集肉"", ""reading"": ""しゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""集茶"", ""reading"": ""しゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""集油"", ""reading"": ""しゅうゆ"", ""meaning"": ""(non-word)""}]",2,Actions,gather; meet; congregate; swarm; flock,隹,木 隹,12,false
197,写,"[{""idx"": 675}, {""idx"": 676}]","[{""word"": ""写肉"", ""reading"": ""しゃにく"", ""meaning"": ""(non-word)""}, {""word"": ""写茶"", ""reading"": ""しゃちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""写油"", ""reading"": ""しゃゆ"", ""meaning"": ""(non-word)""}]",2,Actions,copy; be photographed; describe,冖,一 冖 勹,5,false
198,考,"[{""idx"": 677}, {""idx"": 678}]","[{""word"": ""考肉"", ""reading"": ""こうにく"", ""meaning"": ""(non-word)""}, {""word"": ""考茶"", ""reading"": ""こうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""考油"", ""reading"": ""こうゆ"", ""meaning"": ""(non-word)""}]",3,Actions,consider; think over,老,耂 勹,6,false
199,答,"[{""idx"": 679}, {""idx"": 680}]","[{""word"": ""答肉"", ""reading"": ""とうにく"", ""meaning"": ""(non-word)""}, {""word"": ""答茶"", ""reading"": ""とうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""答油"", ""reading"": ""とうゆ"", ""meaning"": ""(non-word)""}]",3,Actions,solution; answer,竹,口 竹 𠆢 一 𠂉,12,false
200,注,"[{""idx"": 681}, {""idx"": 682}, {""idx"": 683}]","[{""word"": ""注肉"", ""reading"": ""ちゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""注茶"", ""reading"": ""ちゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""注油"", ""reading"": ""ちゅうゆ"", ""meaning"": ""(non-word)""}]",3,Actions,pour; irrigate; shed (tears); flow into; concentrate on; notes; comment; annotate,水,王 氵 丶,8,false
201,死,"[{""idx"": 684}]","[{""word"": ""死肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""死茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""死油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",3,Actions,death; die,歹,一 夕 匕 歹,6,false
202,勉,"[{""idx"": 685}]","[{""word"": ""勉肉"", ""reading"": ""べんにく"", ""meaning"": ""(non-word)""}, {""word"": ""勉茶"", ""reading"": ""べんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""勉油"", ""reading"": ""べんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,exertion; endeavour; encourage; strive; make effort; diligent,力,力 免 儿 勹,10,false
203,強,"[{""idx"": 686}, {""idx"": 685}, {""idx"": 687}]","[{""word"": ""強肉"", ""reading"": ""きょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""強茶"", ""reading"": ""きょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""強油"", ""reading"": ""きょうゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,strong,弓,弓 虫 厶,11,false
204,広,"[{""idx"": 688}, {""idx"": 689}]","[{""word"": ""広肉"", ""reading"": ""こうにく"", ""meaning"": ""(non-word)""}, {""word"": ""広茶"", ""reading"": ""こうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""広油"", ""reading"": ""こうゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,wide; broad; spacious,广,厶 广,5,false
205,悪,"[{""idx"": 690}, {""idx"": 691}, {""idx"": 692}]","[{""word"": ""悪肉"", ""reading"": ""あくにく"", ""meaning"": ""(non-word)""}, {""word"": ""悪茶"", ""reading"": ""あくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""悪油"", ""reading"": ""あくゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,bad; vice; rascal; false; evil; wrong,心,｜ 一 口 心,11,false
206,重,"[{""idx"": 693}, {""idx"": 576}]","[{""word"": ""重肉"", ""reading"": ""じゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""重茶"", ""reading"": ""じゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""重油"", ""reading"": ""じゅうゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,heavy; important; esteem; respect; heap up; pile up; nest of boxes; -fold,里,｜ ノ 一 日 里,9,false
207,近,"[{""idx"": 694}, {""idx"": 695}, {""idx"": 696}, {""idx"": 459}]","[{""word"": ""近肉"", ""reading"": ""きんにく"", ""meaning"": ""(non-word)""}, {""word"": ""近茶"", ""reading"": ""きんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""近油"", ""reading"": ""きんゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,near; early; akin; tantamount,辵,斤 辶,7,false
208,正,"[{""idx"": 697}, {""idx"": 698}, {""idx"": 549}, {""idx"": 699}]","[{""word"": ""正肉"", ""reading"": ""せいにく"", ""meaning"": ""(non-word)""}, {""word"": ""正茶"", ""reading"": ""せいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""正油"", ""reading"": ""せいゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,correct; justice; righteous; 10**40,止,一 止,5,false
209,明,"[{""idx"": 700}, {""idx"": 701}, {""idx"": 702}, {""idx"": 703}]","[{""word"": ""明肉"", ""reading"": ""めいにく"", ""meaning"": ""(non-word)""}, {""word"": ""明茶"", ""reading"": ""めいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""明油"", ""reading"": ""めいゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,bright; light,日,月 日,8,false
210,特,"[{""idx"": 704}, {""idx"": 480}, {""idx"": 705}]","[{""word"": ""特肉"", ""reading"": ""とくにく"", ""meaning"": ""(non-word)""}, {""word"": ""特茶"", ""reading"": ""とくちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""特油"", ""reading"": ""とくゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,special,牛,牛 寸 土,10,false
211,急,"[{""idx"": 706}, {""idx"": 707}, {""idx"": 708}, {""idx"": 705}]","[{""word"": ""急肉"", ""reading"": ""きゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""急茶"", ""reading"": ""きゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""急油"", ""reading"": ""きゅうゆ"", ""meaning"": ""(non-word)""}]",3,Descriptives,hurry; emergency; sudden; steep,心,ヨ 心 勹,9,false
212,不,"[{""idx"": 314}, {""idx"": 709}]","[{""word"": ""不肉"", ""reading"": ""ふにく"", ""meaning"": ""(non-word)""}, {""word"": ""不茶"", ""reading"": ""ふちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""不油"", ""reading"": ""ふゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,negative; non-; bad; ugly; clumsy,一,｜ ノ 一 丶,4,false
213,無,"[{""idx"": 710}, {""idx"": 711}, {""idx"": 712}]","[{""word"": ""無肉"", ""reading"": ""むにく"", ""meaning"": ""(non-word)""}, {""word"": ""無茶"", ""reading"": ""むちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""無油"", ""reading"": ""むゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,nothingness; none; ain't; nothing; nil; not,火,｜ ノ 一 灬 無 𠂉,12,false
214,用,"[{""idx"": 452}, {""idx"": 713}, {""idx"": 714}]","[{""word"": ""用肉"", ""reading"": ""ようにく"", ""meaning"": ""(non-word)""}, {""word"": ""用茶"", ""reading"": ""ようちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""用油"", ""reading"": ""ようゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,utilize; business; service; use; employ,用,用,5,false
215,度,"[{""idx"": 715}, {""idx"": 716}, {""idx"": 717}]","[{""word"": ""度肉"", ""reading"": ""どにく"", ""meaning"": ""(non-word)""}, {""word"": ""度茶"", ""reading"": ""どちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""度油"", ""reading"": ""どゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,degrees; occurrence; time; counter for occurrences; consider; attitude,广,又 广 一 凵,9,false
216,以,"[{""idx"": 182}, {""idx"": 187}, {""idx"": 233}, {""idx"": 718}]","[{""word"": ""以肉"", ""reading"": ""いにく"", ""meaning"": ""(non-word)""}, {""word"": ""以茶"", ""reading"": ""いちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""以油"", ""reading"": ""いゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,by means of; because; in view of; compared with,人,｜ 人 丶,5,false
217,代,"[{""idx"": 719}, {""idx"": 720}, {""idx"": 721}, {""idx"": 722}]","[{""word"": ""代肉"", ""reading"": ""だいにく"", ""meaning"": ""(non-word)""}, {""word"": ""代茶"", ""reading"": ""だいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""代油"", ""reading"": ""だいゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,"substitute; change; convert; replace; period; age; counter for decades of ages, eras, etc.; generation; charge; rate; fee",人,亻 弋,5,false
218,意,"[{""idx"": 406}, {""idx"": 681}, {""idx"": 247}, {""idx"": 714}]","[{""word"": ""意肉"", ""reading"": ""いにく"", ""meaning"": ""(non-word)""}, {""word"": ""意茶"", ""reading"": ""いちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""意油"", ""reading"": ""いゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,idea; mind; heart; taste; thought; desire; care; liking,心,音 心 日 立,13,false
219,理,"[{""idx"": 723}, {""idx"": 710}, {""idx"": 724}]","[{""word"": ""理肉"", ""reading"": ""りにく"", ""meaning"": ""(non-word)""}, {""word"": ""理茶"", ""reading"": ""りちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""理油"", ""reading"": ""りゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,logic; arrangement; reason; justice; truth,玉,王 里,11,false
220,真,"[{""idx"": 675}, {""idx"": 194}, {""idx"": 599}, {""idx"": 725}]","[{""word"": ""真肉"", ""reading"": ""しんにく"", ""meaning"": ""(non-word)""}, {""word"": ""真茶"", ""reading"": ""しんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""真油"", ""reading"": ""しんゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,true; reality; Buddhist sect,目,一 十 ハ 目,10,false
221,有,"[{""idx"": 163}, {""idx"": 726}]","[{""word"": ""有肉"", ""reading"": ""ゆうにく"", ""meaning"": ""(non-word)""}, {""word"": ""有茶"", ""reading"": ""ゆうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""有油"", ""reading"": ""ゆうゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,possess; have; exist; happen; occur; approx,月,ノ 一 月,6,false
222,元,"[{""idx"": 545}, {""idx"": 727}, {""idx"": 728}]","[{""word"": ""元肉"", ""reading"": ""げんにく"", ""meaning"": ""(non-word)""}, {""word"": ""元茶"", ""reading"": ""げんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""元油"", ""reading"": ""げんゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,beginning; former time; origin,儿,二 儿 元,4,false
223,質,"[{""idx"": 729}]","[{""word"": ""質肉"", ""reading"": ""しつにく"", ""meaning"": ""(non-word)""}, {""word"": ""質茶"", ""reading"": ""しつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""質油"", ""reading"": ""しつゆ"", ""meaning"": ""(non-word)""}]",3,Function Words,substance; quality; matter; temperament,貝,貝 目 ハ 斤,15,false
224,世,"[{""idx"": 730}, {""idx"": 287}, {""idx"": 731}]","[{""word"": ""世肉"", ""reading"": ""せにく"", ""meaning"": ""(non-word)""}, {""word"": ""世茶"", ""reading"": ""せちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""世油"", ""reading"": ""せゆ"", ""meaning"": ""(non-word)""}]",3,City,generation; world; society; public,一,｜ 一 世,5,false
225,界,"[{""idx"": 730}, {""idx"": 732}]","[{""word"": ""界肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""界茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""界油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",3,City,world; boundary,田,田 𠆢 儿,9,false
226,地,"[{""idx"": 417}, {""idx"": 733}, {""idx"": 112}, {""idx"": 728}]","[{""word"": ""地肉"", ""reading"": ""ちにく"", ""meaning"": ""(non-word)""}, {""word"": ""地茶"", ""reading"": ""ちちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""地油"", ""reading"": ""ちゆ"", ""meaning"": ""(non-word)""}]",3,City,ground; earth,土,土 也,6,false
227,図,"[{""idx"": 733}, {""idx"": 278}, {""idx"": 734}]","[{""word"": ""図肉"", ""reading"": ""ずにく"", ""meaning"": ""(non-word)""}, {""word"": ""図茶"", ""reading"": ""ずちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""図油"", ""reading"": ""ずゆ"", ""meaning"": ""(non-word)""}]",3,City,map; drawing; plan; extraordinary; audacious,囗,斗 囗,7,false
228,館,"[{""idx"": 278}, {""idx"": 735}, {""idx"": 736}, {""idx"": 737}]","[{""word"": ""館肉"", ""reading"": ""かんにく"", ""meaning"": ""(non-word)""}, {""word"": ""館茶"", ""reading"": ""かんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""館油"", ""reading"": ""かんゆ"", ""meaning"": ""(non-word)""}]",3,City,building; mansion; large building; palace,食,口 食 宀 ｜,16,false
229,室,"[{""idx"": 738}, {""idx"": 739}]","[{""word"": ""室肉"", ""reading"": ""しつにく"", ""meaning"": ""(non-word)""}, {""word"": ""室茶"", ""reading"": ""しつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""室油"", ""reading"": ""しつゆ"", ""meaning"": ""(non-word)""}]",3,City,room; apartment; chamber; greenhouse; cellar,宀,至 土 厶 宀,9,false
230,文,"[{""idx"": 740}, {""idx"": 619}, {""idx"": 682}, {""idx"": 741}]","[{""word"": ""文肉"", ""reading"": ""ぶんにく"", ""meaning"": ""(non-word)""}, {""word"": ""文茶"", ""reading"": ""ぶんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""文油"", ""reading"": ""ぶんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,sentence; literature; style; art; decoration; figures; plan; literary radical (no. 67),文,文,4,false
231,字,"[{""idx"": 742}, {""idx"": 743}, {""idx"": 744}]","[{""word"": ""字肉"", ""reading"": ""じにく"", ""meaning"": ""(non-word)""}, {""word"": ""字茶"", ""reading"": ""じちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""字油"", ""reading"": ""じゆ"", ""meaning"": ""(non-word)""}]",3,Learning,character; letter; word; section of village,子,子 宀,6,false
232,教,"[{""idx"": 745}, {""idx"": 738}, {""idx"": 746}]","[{""word"": ""教肉"", ""reading"": ""きょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""教茶"", ""reading"": ""きょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""教油"", ""reading"": ""きょうゆ"", ""meaning"": ""(non-word)""}]",3,Learning,teach; faith; doctrine,攴,子 耂 攵 𠂉,11,false
233,題,"[{""idx"": 747}, {""idx"": 748}, {""idx"": 749}, {""idx"": 750}]","[{""word"": ""題肉"", ""reading"": ""だいにく"", ""meaning"": ""(non-word)""}, {""word"": ""題茶"", ""reading"": ""だいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""題油"", ""reading"": ""だいゆ"", ""meaning"": ""(non-word)""}]",3,Learning,topic; subject,頁,貝 目 ハ 日 疋 頁,18,false
234,問,"[{""idx"": 729}, {""idx"": 747}, {""idx"": 751}]","[{""word"": ""問肉"", ""reading"": ""もんにく"", ""meaning"": ""(non-word)""}, {""word"": ""問茶"", ""reading"": ""もんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""問油"", ""reading"": ""もんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,question; ask; problem,口,口 門,11,false
235,試,"[{""idx"": 752}, {""idx"": 753}, {""idx"": 754}]","[{""word"": ""試肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""試茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""試油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",3,Learning,test; try; attempt; experiment; ordeal,言,言 工 弋,13,false
236,験,"[{""idx"": 752}, {""idx"": 755}]","[{""word"": ""験肉"", ""reading"": ""けんにく"", ""meaning"": ""(non-word)""}, {""word"": ""験茶"", ""reading"": ""けんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""験油"", ""reading"": ""けんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,verification; effect; testing,馬,口 人 馬 𠆢 灬,18,false
237,研,"[{""idx"": 756}, {""idx"": 757}]","[{""word"": ""研肉"", ""reading"": ""けんにく"", ""meaning"": ""(non-word)""}, {""word"": ""研茶"", ""reading"": ""けんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""研油"", ""reading"": ""けんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,polish; study of; sharpen,石,｜ 口 石 亅 廾 ノ 二 一,9,false
238,究,"[{""idx"": 756}, {""idx"": 758}]","[{""word"": ""究肉"", ""reading"": ""きゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""究茶"", ""reading"": ""きゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""究油"", ""reading"": ""きゅうゆ"", ""meaning"": ""(non-word)""}]",3,Learning,research; study,穴,穴 九 儿 宀,7,false
239,京,"[{""idx"": 515}, {""idx"": 759}]","[{""word"": ""京肉"", ""reading"": ""きょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""京茶"", ""reading"": ""きょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""京油"", ""reading"": ""きょうゆ"", ""meaning"": ""(non-word)""}]",3,City,capital; 10**16,亠,口 小 亠,8,false
240,田,"[{""idx"": 760}, {""idx"": 761}]","[{""word"": ""田肉"", ""reading"": ""でんにく"", ""meaning"": ""(non-word)""}, {""word"": ""田茶"", ""reading"": ""でんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""田油"", ""reading"": ""でんゆ"", ""meaning"": ""(non-word)""}]",3,Nature,rice field; rice paddy,田,田,5,false
241,堂,"[{""idx"": 252}, {""idx"": 762}]","[{""word"": ""堂肉"", ""reading"": ""どうにく"", ""meaning"": ""(non-word)""}, {""word"": ""堂茶"", ""reading"": ""どうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""堂油"", ""reading"": ""どうゆ"", ""meaning"": ""(non-word)""}]",3,City,public chamber; hall,土,口 ⺌ 土 冖,11,false
242,工,"[{""idx"": 763}, {""idx"": 764}, {""idx"": 765}, {""idx"": 918}]","[{""word"": ""工肉"", ""reading"": ""こうにく"", ""meaning"": ""(non-word)""}, {""word"": ""工茶"", ""reading"": ""こうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""工油"", ""reading"": ""こうゆ"", ""meaning"": ""(non-word)""}]",3,City,craft; construction; katakana e radical (no. 48),工,工,3,false
243,建,"[{""idx"": 766}, {""idx"": 767}]","[{""word"": ""建肉"", ""reading"": ""けんにく"", ""meaning"": ""(non-word)""}, {""word"": ""建茶"", ""reading"": ""けんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""建油"", ""reading"": ""けんゆ"", ""meaning"": ""(non-word)""}]",3,City,build,廴,廴 聿,9,false
244,空,"[{""idx"": 768}, {""idx"": 769}, {""idx"": 770}, {""idx"": 771}]","[{""word"": ""空肉"", ""reading"": ""くうにく"", ""meaning"": ""(non-word)""}, {""word"": ""空茶"", ""reading"": ""くうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""空油"", ""reading"": ""くうゆ"", ""meaning"": ""(non-word)""}]",3,Nature,empty; sky; void; vacant; vacuum,穴,穴 工 儿 宀,8,false
245,海,"[{""idx"": 772}, {""idx"": 232}, {""idx"": 220}]","[{""word"": ""海肉"", ""reading"": ""かいにく"", ""meaning"": ""(non-word)""}, {""word"": ""海茶"", ""reading"": ""かいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""海油"", ""reading"": ""かいゆ"", ""meaning"": ""(non-word)""}]",3,Nature,sea; ocean,水,氵 母 毋 𠂉,9,false
246,洋,"[{""idx"": 773}, {""idx"": 520}, {""idx"": 517}, {""idx"": 774}]","[{""word"": ""洋肉"", ""reading"": ""ようにく"", ""meaning"": ""(non-word)""}, {""word"": ""洋茶"", ""reading"": ""ようちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""洋油"", ""reading"": ""ようゆ"", ""meaning"": ""(non-word)""}]",3,Nature,ocean; sea; foreign; Western style,水,王 氵 丷 羊,9,false
247,医,"[{""idx"": 775}, {""idx"": 776}]","[{""word"": ""医肉"", ""reading"": ""いにく"", ""meaning"": ""(non-word)""}, {""word"": ""医茶"", ""reading"": ""いちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""医油"", ""reading"": ""いゆ"", ""meaning"": ""(non-word)""}]",3,City,doctor; medicine,匸,矢 匚 𠂉,7,false
248,英,"[{""idx"": 555}, {""idx"": 777}, {""idx"": 778}]","[{""word"": ""英肉"", ""reading"": ""えいにく"", ""meaning"": ""(non-word)""}, {""word"": ""英茶"", ""reading"": ""えいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""英油"", ""reading"": ""えいゆ"", ""meaning"": ""(non-word)""}]",3,Learning,England; English; hero; outstanding; calyx,艸,ノ 艹 大 冖,8,false
249,漢,"[{""idx"": 743}, {""idx"": 779}]","[{""word"": ""漢肉"", ""reading"": ""かんにく"", ""meaning"": ""(non-word)""}, {""word"": ""漢茶"", ""reading"": ""かんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""漢油"", ""reading"": ""かんゆ"", ""meaning"": ""(non-word)""}]",3,Learning,Sino-; China,水,氵 艹 口 一 大 二,13,false
250,業,"[{""idx"": 780}, {""idx"": 781}, {""idx"": 782}]","[{""word"": ""業肉"", ""reading"": ""ぎょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""業茶"", ""reading"": ""ぎょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""業油"", ""reading"": ""ぎょうゆ"", ""meaning"": ""(non-word)""}]",3,Learning,business; vocation; arts; performance,木,｜ 一 王 丷 木 羊 耒,13,false
251,発,"[{""idx"": 783}, {""idx"": 266}]","[{""word"": ""発肉"", ""reading"": ""はつにく"", ""meaning"": ""(non-word)""}, {""word"": ""発茶"", ""reading"": ""はつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""発油"", ""reading"": ""はつゆ"", ""meaning"": ""(non-word)""}]",3,Actions,departure; discharge; publish; emit; start from; disclose; counter for gunshots,癶,二 儿 癶,9,false
252,部,"[{""idx"": 468}, {""idx"": 446}, {""idx"": 784}]","[{""word"": ""部肉"", ""reading"": ""ぶにく"", ""meaning"": ""(non-word)""}, {""word"": ""部茶"", ""reading"": ""ぶちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""部油"", ""reading"": ""ぶゆ"", ""meaning"": ""(non-word)""}]",4,Function Words,section; bureau; dept; class; copy; part; portion; counter for copies of a newspaper or magazine,邑,口 阝 立,11,false
253,仕,"[{""idx"": 450}, {""idx"": 785}]","[{""word"": ""仕肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""仕茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""仕油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",4,Actions,attend; doing; official; serve,人,亻 士,5,false
254,料,"[{""idx"": 723}, {""idx"": 109}, {""idx"": 711}]","[{""word"": ""料肉"", ""reading"": ""りょうにく"", ""meaning"": ""(non-word)""}, {""word"": ""料茶"", ""reading"": ""りょうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""料油"", ""reading"": ""りょうゆ"", ""meaning"": ""(non-word)""}]",4,Dining,fee; materials,斗,斗 米,10,false
255,紙,"[{""idx"": 786}, {""idx"": 392}, {""idx"": 787}]","[{""word"": ""紙肉"", ""reading"": ""しにく"", ""meaning"": ""(non-word)""}, {""word"": ""紙茶"", ""reading"": ""しちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""紙油"", ""reading"": ""しゆ"", ""meaning"": ""(non-word)""}]",4,Learning,paper,糸,氏 糸 幺 小,10,false
256,達,"[{""idx"": 167}, {""idx"": 788}, {""idx"": 789}]","[{""word"": ""達肉"", ""reading"": ""たつにく"", ""meaning"": ""(non-word)""}, {""word"": ""達茶"", ""reading"": ""たつちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""達油"", ""reading"": ""たつゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,accomplished; reach; arrive; attain,辵,王 辶 土 丷 羊,12,false
257,乳,"[{""idx"": 399}]","[{""word"": ""乳肉"", ""reading"": ""にゅうにく"", ""meaning"": ""(non-word)""}, {""word"": ""乳茶"", ""reading"": ""にゅうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""乳油"", ""reading"": ""にゅうゆ"", ""meaning"": ""(non-word)""}]",4,Dining,milk; breasts,乙,乙 子 爪,8,false
258,動,"[{""idx"": 790}, {""idx"": 358}, {""idx"": 666}, {""idx"": 791}]","[{""word"": ""動肉"", ""reading"": ""どうにく"", ""meaning"": ""(non-word)""}, {""word"": ""動茶"", ""reading"": ""どうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""動油"", ""reading"": ""どうゆ"", ""meaning"": ""(non-word)""}]",4,Actions,move; motion; change; confusion; shift; shake,力,｜ 一 日 力 里 ノ,11,false
259,合,"[{""idx"": 792}, {""idx"": 754}, {""idx"": 793}]","[{""word"": ""合肉"", ""reading"": ""ごうにく"", ""meaning"": ""(non-word)""}, {""word"": ""合茶"", ""reading"": ""ごうちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""合油"", ""reading"": ""ごうゆ"", ""meaning"": ""(non-word)""}]",4,Actions,fit; suit; join; 0.1,口,口 𠆢 一,6,false
260,員,"[{""idx"": 223}, {""idx"": 794}, {""idx"": 214}]","[{""word"": ""員肉"", ""reading"": ""いんにく"", ""meaning"": ""(non-word)""}, {""word"": ""員茶"", ""reading"": ""いんちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""員油"", ""reading"": ""いんゆ"", ""meaning"": ""(non-word)""}]",4,Humans & Family,employee; member; number; the one in charge,口,貝 目 ハ 口,10,false
261,砂,"[{""idx"": 372}, {""idx"": 795}]","[{""word"": ""砂肉"", ""reading"": ""さにく"", ""meaning"": ""(non-word)""}, {""word"": ""砂茶"", ""reading"": ""さちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""砂油"", ""reading"": ""さゆ"", ""meaning"": ""(non-word)""}]",4,Dining,sand,石,ノ 口 小 石,9,false
262,旅,"[{""idx"": 238}, {""idx"": 796}, {""idx"": 736}]","[{""word"": ""旅肉"", ""reading"": ""りょにく"", ""meaning"": ""(non-word)""}, {""word"": ""旅茶"", ""reading"": ""りょちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""旅油"", ""reading"": ""りょゆ"", ""meaning"": ""(non-word)""}]",4,Transport,trip; travel,方,ノ 方 𠂉,10,false
263,最,"[{""idx"": 696}, {""idx"": 537}, {""idx"": 296}]","[{""word"": ""最肉"", ""reading"": ""さいにく"", ""meaning"": ""(non-word)""}, {""word"": ""最茶"", ""reading"": ""さいちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""最油"", ""reading"": ""さいゆ"", ""meaning"": ""(non-word)""}]",4,Descriptives,utmost; most; extreme,曰,一 耳 日 又,12,false
